"symptom","version","read","desc","possible","new_code"
"Fatigue",2,"F2862","severe chronic fatigue syndrome",0,0
"Fatigue",2,"R007.","[d]malaise and fatigue",0,0
"Fatigue",2,"R0070","[d]malaise",0,0
"Fatigue",2,"R0071","[d]fatigue",0,0
"Fatigue",2,"R0072","[d]asthenia nos",0,0
"Fatigue",2,"R0073","[d]lethargy",0,0
"Fatigue",2,"R0074","[d]post viral debility",0,0
"Fatigue",2,"R0075","[d]tiredness",0,0
"Fatigue",2,"R007z","[d]overwork",0,0
"Fatigue",2,"R204.","[d]senile exhaustion",0,0
"Fatigue",2,"R2y3.","[d] self neglect",0,0
"Fatigue",3,".168.","fatigue - symptom",0,1
"Fatigue",3,".1682","Fatigue",0,0
"Fatigue",3,".1683","Tired all the time",0,0
"Fatigue",3,".1688","Exhaustion",0,0
"Fatigue",3,".168Z","Tiredness symptom NOS",0,0
"Fatigue",3,".1B3.","Weakness symptoms",0,0
"Fatigue",3,".1B32","Weakness present",0,0
"Fatigue",3,".2832","O/E - weakness",0,0
"Fatigue",3,".8Q1.","activity management for chronic fatigue syndrome",0,1
"Fatigue",3,".A871","postviral infection debility",0,1
"Fatigue",3,".F38.","Chronic fatigue syndrome",0,0
"Fatigue",3,".P9C5","transient heat fatigue",1,1
"Fatigue",3,".P9EZ","overexertion exhaustion",1,1
"Fatigue",3,".R07.","[D]Malaise and fatigue",0,0
"Fatigue",3,".R070","[D]Malaise",0,0
"Fatigue",3,".R071","[D]Fatigue",0,0
"Fatigue",3,".R072","asthenia          [d]",0,1
"Fatigue",3,".R073","[D]Lethargy",0,0
"Fatigue",3,".R074","[D]Postviral (asthenic) syndrome",0,0
"Fatigue",3,".R07Z","[D]Malaise and fatigue NOS",0,0
"Fatigue",3,".RH4.","[D]Senile exhaustion",0,0
"Fatigue",3,".RJ3.","[D]Debility, unspecified",0,0
"Fatigue",3,"168..","c/o ""muzzy head""",0,0
"Fatigue",3,"1682.","Fatigue",0,0
"Fatigue",3,"1683.","tired all the time",0,0
"Fatigue",3,"1684.","c/o - overwork",0,0
"Fatigue",3,"1688.","exhaustion",0,0
"Fatigue",3,"168Z.","Tiredness symptom NOS",0,0
"Fatigue",3,"1B3..","Weakness symptoms",0,0
"Fatigue",3,"1B32.","Weakness present",0,0
"Fatigue",3,"2832.","O/E - weakness",0,0
"Fatigue",3,"8HkW.","referral to chronic fatigue syndrome specialist team",0,1
"Fatigue",3,"8HlL.","referral for chronic fatigue syndrome activity management",0,1
"Fatigue",3,"8Q1..","activity management for chronic fatigue syndrome",0,1
"Fatigue",3,"E205.","tired all the time",0,0
"Fatigue",3,"Eu460","Neurasthenia",0,0
"Fatigue",3,"F286.","chronic fatigue syndrome",0,0
"Fatigue",3,"F2860","mild chronic fatigue syndrome",0,0
"Fatigue",3,"F2861","moderate chronic fatigue syndrome",0,0
"Fatigue",3,"F2862","severe chronic fatigue syndrome",0,0
"Fatigue",3,"R007.","[D]Malaise and fatigue",0,0
"Fatigue",3,"R0070","[D]Malaise",0,0
"Fatigue",3,"R0071","[D]Fatigue",0,0
"Fatigue",3,"R0072","[d]asthenia nos",0,0
"Fatigue",3,"R0073","[D]Lethargy",0,0
"Fatigue",3,"R0074","[D]Postviral (asthenic) syndrome",0,0
"Fatigue",3,"R0075","[d]tiredness",0,0
"Fatigue",3,"R007z","[D]Malaise and fatigue NOS",0,0
"Fatigue",3,"R204.","[D]Senile exhaustion",0,0
"Fatigue",3,"R2y3.","[d] self neglect",0,0
"Fatigue",3,"SN26.","transient heat fatigue",1,1
"Fatigue",3,"X75s8","Chronic fatigue syndrome",0,0
"Fatigue",3,"X76Ac","easily tired",0,1
"Fatigue",3,"X76Ad","tired on least exertion",0,1
"Fatigue",3,"X76Ae","Exhaustion",0,0
"Fatigue",3,"X76Am","weakness - general",0,0
"Fatigue",3,"X76p0","rapid fatigue of gait",0,1
"Fatigue",3,"X76qY","muscle fatigue",0,1
"Fatigue",3,"X77QS","leg fatigue rating",0,1
"Fatigue",3,"XE0UW","postviral infection debility",0,1
"Fatigue",3,"XE0qj","tiredness symptom",0,0
"Fatigue",3,"XE0qk","Tired all the time",0,0
"Fatigue",3,"XE0ql","malaise/lethargy",0,0
"Fatigue",3,"XE0uN","fatigue - symptom",0,1
"Fatigue",3,"XE1YD","Neurasthenia",0,0
"Fatigue",3,"XE1t7","overexertion exhaustion",1,1
"Fatigue",3,"XE2y5","[D]Debility, unspecified",0,0
"Fatigue",3,"XM03n","Muscle weakness",0,0
"Fatigue",3,"XM06l","malaise and fatigue",0,1
"Fatigue",3,"XM06m","malaise",0,1
"Fatigue",3,"XM06o","lethargy",0,0
"Fatigue",3,"XM06p","Chronic fatigue syndrome",0,0
"Fatigue",3,"XM0Ce","c/o - debility - malaise",0,0
"Fatigue",3,"XM0Cg","c/o - postviral syndrome",0,1
"Fatigue",3,"XM0D3","fatigue - symptom",0,0
"Fatigue",3,"XM0D4","c/o ""muzzy head""",1,1
"Fatigue",3,"XM0D5","c/o - ""tired all the time""",0,0
"Fatigue",3,"XM0yx","asthenia          [d]",0,1
"Fatigue",3,"XM1AV","weakness",0,1
"Fatigue",3,"Xa01F","Chronic fatigue syndrome",0,0
"Fatigue",3,"XaPeC","activity management for chronic fatigue syndrome",0,1
"Fatigue",3,"XaPom","mild chronic fatigue syndrome",0,0
"Fatigue",3,"XaPon","moderate chronic fatigue syndrome",0,0
"Fatigue",3,"XaPoo","severe chronic fatigue syndrome",0,0
"Fatigue",3,"XaR7C","referral to chronic fatigue syndrome specialist team",0,1
"Fatigue",3,"XaRAz","referral for chronic fatigue syndrome activity management",0,1
"Fatigue",3,"XabDw","symptom assessment scale - fatigue score",0,1
"Haematuria",2,"14D5.","h/o: haematuria",0,1
"Haematuria",2,"1A45.","haematuria - symptom",0,0
"Haematuria",2,"4625.","urine: red - blood",0,0
"Haematuria",2,"469..","urine blood test",0,0
"Haematuria",2,"4695.","urine blood test = +",0,0
"Haematuria",2,"4696.","urine blood test = ++",0,0
"Haematuria",2,"4697.","urine blood test = +++",0,0
"Haematuria",2,"46G2.","rbcs- red blood cells in urine",0,0
"Haematuria",2,"8T10.","referral to haematuria clinic",0,1
"Haematuria",2,"K0321","recurrent benign haematuria syndrome",0,0
"Haematuria",2,"K0A2.","recurrent and persistent haematuria",0,0
"Haematuria",2,"K0A26","recurrent and persistent haematuria, dense deposit disease",0,0
"Haematuria",2,"K197.","haematuria",0,0
"Haematuria",2,"K1970","painless haematuria",0,0
"Haematuria",2,"K1971","painful haematuria",0,0
"Haematuria",2,"K1972","microscopic haematuria",0,1
"Haematuria",2,"K1973","frank haematuria",0,0
"Haematuria",2,"K1974","clot haematuria",0,0
"Haematuria",3,".14D5","h/o: haematuria",0,1
"Haematuria",3,".1A45","haematuria - symptom",0,1
"Haematuria",3,".4625","Urine: red - blood",0,0
"Haematuria",3,".469.","Urine blood test",0,0
"Haematuria",3,".4695","Urine blood test = +",0,0
"Haematuria",3,".4696","Urine blood test = ++",0,0
"Haematuria",3,".4697","Urine blood test = +++",0,0
"Haematuria",3,".46G2","RBCs- red blood cells in urine",0,0
"Haematuria",3,".J2A1","Frank haematuria",0,0
"Haematuria",3,".J2A2","Painless haematuria",0,0
"Haematuria",3,".J2A3","microscopic haematuria",0,1
"Haematuria",3,"14D5.","h/o: haematuria",0,1
"Haematuria",3,"1A45.","haematuria - symptom",0,0
"Haematuria",3,"4625.","Urine: red - blood",0,0
"Haematuria",3,"469..","urine blood test",0,0
"Haematuria",3,"4695.","Urine blood test = +",0,0
"Haematuria",3,"4696.","Urine blood test = ++",0,0
"Haematuria",3,"4697.","Urine blood test = +++",0,0
"Haematuria",3,"46G2.","RBCs- red blood cells in urine",0,0
"Haematuria",3,"8T10.","referral to haematuria clinic",0,1
"Haematuria",3,"K0321","recurrent benign haematuria syndrome",0,0
"Haematuria",3,"K0A2.","recurrent and persistent haematuria",0,0
"Haematuria",3,"K0A26","recurrent and persistent haematuria, dense deposit disease",0,0
"Haematuria",3,"K197.","haematuria",0,0
"Haematuria",3,"K1970","Painless haematuria",0,0
"Haematuria",3,"K1971","painful haematuria",0,0
"Haematuria",3,"K1972","microscopic haematuria",0,1
"Haematuria",3,"K1973","Frank haematuria",0,0
"Haematuria",3,"K1974","clot haematuria",0,0
"Haematuria",3,"X30Pw","traumatic haematuria",0,0
"Haematuria",3,"X30Px","loin pain - haematuria syndrome",0,1
"Haematuria",3,"X30Pz","upper urinary tract haematuria",0,1
"Haematuria",3,"X30Q0","dipstix haematuria",0,1
"Haematuria",3,"XE0e5","haematuria",0,0
"Haematuria",3,"XE0rU","blood in urine - haematuria",0,0
"Haematuria",3,"XE0un","haematuria - symptom",0,1
"Haematuria",3,"XE2sK","urine microscopy:rbc's present",0,1
"Haematuria",3,"Xa1cp","rbcs- red blood cells in urine",0,0
"Haematuria",3,"Xa1uI","persistent frank haematuria",0,1
"Haematuria",3,"Xa1uJ","recurrent frank haematuria",0,1
"Haematuria",3,"Xa1uK","persistent microscopic haematuria",0,1
"Haematuria",3,"Xa1uL","recurrent microscopic haematuria",0,1
"Haematuria",3,"Xa1uM","persistent haematuria",0,1
"Haematuria",3,"Xa1uN","recurrent haematuria",0,1
"Haematuria",3,"XaBFN","Urine blood test",0,0
"Haematuria",3,"Xaafu","referral to haematuria clinic",0,1
"Haematuria",3,"pujJ.","hemastix urine blood test strip",0,1
"Haematuria",3,"x00kP","urine blood test strip",0,1
"Haemoptysis",2,"172..","Blood in sputum - haemoptysis",0,0
"Haemoptysis",2,"R063.","[D]Haemoptysis",0,0
"Haemoptysis",2,"R0630","[D]Cough with haemorrhage",0,0
"Haemoptysis",2,"R0631","[D]Pulmonary haemorrhage NOS",0,0
"Haemoptysis",2,"R063z","[D]Haemoptysis NOS",0,0
"Haemoptysis",3,".172.","Blood in sputum - haemoptysis",0,0
"Haemoptysis",3,".R63.","[D]Haemoptysis",0,0
"Haemoptysis",3,".R630","[D]Cough with haemorrhage",0,0
"Haemoptysis",3,".R63Z","[D]Haemoptysis NOS",0,0
"Haemoptysis",3,"172..","Blood in sputum - haemoptysis",0,0
"Haemoptysis",3,"4E24.","Blood in sputum - haemoptysis",0,0
"Haemoptysis",3,"R063.","[D]Haemoptysis",0,0
"Haemoptysis",3,"R0630","[D]Cough with haemorrhage",0,0
"Haemoptysis",3,"R0631","[D]Pulmonary haemorrhage NOS",0,0
"Haemoptysis",3,"R063z","[D]Haemoptysis NOS",0,0
"Haemoptysis",3,"XE0qp","Blood in sputum - haemoptysis",0,0
"Jaundice",2,"1675.","Yellow/jaundiced colour",0,0
"Jaundice",2,"2274.","O/E - jaundiced colour",0,0
"Jaundice",2,"4223.","O/E: blood looks deep yellow",0,0
"Jaundice",2,"D100.","Acholuric familial jaundice",0,0
"Jaundice",2,"J66y6","Obstructive jaundice NOS",0,0
"Jaundice",2,"R024.","[D]Jaundice (not of newborn)",0,0
"Jaundice",2,"R0240","[D]Cholaemia NOS",0,0
"Jaundice",2,"R0241","[D]Icterus NOS",0,0
"Jaundice",2,"R024z","[D]Jaundice (not of newborn) NOS",0,0
"Jaundice",3,".1675","Yellow/jaundiced colour",0,0
"Jaundice",3,".2274","O/E - jaundiced colour",0,0
"Jaundice",3,".4223","O/E: blood looks deep yellow",0,0
"Jaundice",3,".D131","Hereditary spherocytosis",0,0
"Jaundice",3,".R24.","[D]Jaundice (not of newborn)",0,0
"Jaundice",3,".R24Z","[D]Jaundice (not of newborn) NOS",0,0
"Jaundice",3,"1675.","Yellow/jaundiced colour",0,0
"Jaundice",3,"2274.","O/E - jaundiced colour",0,0
"Jaundice",3,"4223.","O/E: blood looks deep yellow",0,0
"Jaundice",3,"D100.","Hereditary spherocytosis",0,0
"Jaundice",3,"J66y6","Obstructive jaundice NOS",0,0
"Jaundice",3,"R024.","[D]Jaundice (not of newborn)",0,0
"Jaundice",3,"R0240","[D]Cholaemia NOS",0,0
"Jaundice",3,"R0241","[D]Icterus NOS",0,0
"Jaundice",3,"R024z","[D]Jaundice (not of newborn) NOS",0,0
"Jaundice",3,"X769K","Yellow - symptom",0,0
"Jaundice",3,"X769z","Jaundice",0,0
"Jaundice",3,"XC08w","Jaundice",0,0
"Jaundice",3,"XE0qi","Yellow or jaundiced colour",0,0
"Night sweats",2,"1662.","Night sweats",0,0
"Night sweats",2,"R0084","[D]Night sweats",0,0
"Night sweats",3,".1662","Night sweats",0,0
"Night sweats",3,"1662.","Night sweats",0,0
"Night sweats",3,"R0084","Night sweats",0,0
"Night sweats",3,"X76A5","Night sweats",0,0
"Post-menopausal bleeding",2,"K5A1.","Postmenopausal bleeding",0,0
"Post-menopausal bleeding",3,".J772","Postmenopausal bleeding",0,0
"Post-menopausal bleeding",3,"K5A1.","Postmenopausal bleeding",0,0
"Rectal bleeding",2,"196B.","Painful rectal bleeding",0,0
"Rectal bleeding",2,"196C.","Painless rectal bleeding",0,0
"Rectal bleeding",2,"19E6.","Blood in faeces",0,0
"Rectal bleeding",2,"19ED.","Blood on toilet paper",0,0
"Rectal bleeding",2,"19EG.","Blood on pants",0,0
"Rectal bleeding",2,"4762.","Faeces: fresh blood present",0,0
"Rectal bleeding",2,"4793.","Faecal occult blood: trace",0,0
"Rectal bleeding",2,"4794.","Faecal occult blood: positive",0,0
"Rectal bleeding",2,"8HTE0","Referral to rectal bleeding clinic",0,0
"Rectal bleeding",2,"G8480","Bleeding haemorrhoids NOS",0,0
"Rectal bleeding",2,"J573.","Haemorrhage of rectum and anus",0,0
"Rectal bleeding",2,"J5730","Rectal haemorrhage",0,0
"Rectal bleeding",2,"J5731","Anal haemorrhage",0,0
"Rectal bleeding",2,"J573z","Haemorrhage of rectum and anus NOS",0,0
"Rectal bleeding",2,"J68..","Gastrointestinal haemorrhage",0,0
"Rectal bleeding",2,"J681.","Blood in stool",0,0
"Rectal bleeding",2,"J68z.","Gastrointestinal haemorrhage unspecified",0,0
"Rectal bleeding",2,"J68z1","Intestinal haemorrhage NOS",0,0
"Rectal bleeding",2,"J68zz","Gastrointestinal tract haemorrhage NOS",0,0
"Rectal bleeding",2,"Q4142","Perinatal rectal haemorrhage",0,0
"Rectal bleeding",3,".196B","Painful rectal bleeding",0,0
"Rectal bleeding",3,".196C","Painless rectal bleeding",0,0
"Rectal bleeding",3,".19E6","Blood in faeces",0,0
"Rectal bleeding",3,".19ED","Blood on toilet paper",0,0
"Rectal bleeding",3,".19EG","Blood on pants",0,0
"Rectal bleeding",3,".4762","Faeces: fresh blood present",0,0
"Rectal bleeding",3,".4793","Faecal occult blood: trace",0,0
"Rectal bleeding",3,".4794","Faecal occult blood: positive",0,0
"Rectal bleeding",3,".I78.","Gastrointestinal haemorrhage",0,0
"Rectal bleeding",3,".I782","Melaena",0,0
"Rectal bleeding",3,".I78Z","Gastrointestinal tract haemorrhage NOS",0,0
"Rectal bleeding",3,"196B.","Painful rectal bleeding",0,0
"Rectal bleeding",3,"196C.","Painless rectal bleeding",0,0
"Rectal bleeding",3,"19E6.","Blood in faeces",0,0
"Rectal bleeding",3,"19ED.","Blood on toilet paper",0,0
"Rectal bleeding",3,"19EG.","Blood on pants",0,0
"Rectal bleeding",3,"4762.","Faeces: fresh blood present",0,0
"Rectal bleeding",3,"4793.","Faecal occult blood: trace",0,0
"Rectal bleeding",3,"4794.","Faecal occult blood: positive",0,0
"Rectal bleeding",3,"8HTE0","Referral to rectal bleeding clinic",0,0
"Rectal bleeding",3,"G8480","Bleeding haemorrhoids NOS",0,0
"Rectal bleeding",3,"J573.","Haemorrhage of rectum and anus",0,0
"Rectal bleeding",3,"J5730","Rectal haemorrhage",0,0
"Rectal bleeding",3,"J5731","Anal haemorrhage",0,0
"Rectal bleeding",3,"J573z","Haemorrhage of rectum and anus NOS",0,0
"Rectal bleeding",3,"J68..","Gastrointestinal haemorrhage",0,0
"Rectal bleeding",3,"J68z.","Gastrointestinal haemorrhage unspecified",0,0
"Rectal bleeding",3,"J68z1","Intestinal haemorrhage NOS",0,0
"Rectal bleeding",3,"J68zz","Gastrointestinal tract haemorrhage NOS",0,0
"Rectal bleeding",3,"Q4142","Perinatal rectal haemorrhage",0,0
"Rectal bleeding",3,"X30Bj","Bleeding per rectum",0,0
"Rectal bleeding",3,"X76fI","Blood in faeces symptom",0,0
"Rectal bleeding",3,"XE0b0","Haemorrhage of rectum and anus",0,0
"Rectal bleeding",3,"XE0bI","Melaena",0,0
"Rectal bleeding",3,"XE0bJ","Gastrointestinal haemorrhage unspecified",0,0
"Rectal bleeding",3,"XE0rJ","Blood in stool",0,0
"Rectal bleeding",3,"XE26B","Faeces: fresh blood present",0,0
"Rectal bleeding",3,"XM1VX","Blood in stool",0,0
"Rectal bleeding",3,"XaFt2","Blood on toilet paper",0,0
"Rectal bleeding",3,"XaIMX","Blood on pants",0,0
"Rectal bleeding",3,"XaJuu","Painful rectal bleeding",0,0
"Rectal bleeding",3,"XaJuv","Painless rectal bleeding",0,0
"Rectal bleeding",3,"XaYVt","Referral to rectal bleeding clinic",0,0
"Weight loss",2,"1623.","Weight decreasing",0,0
"Weight loss",2,"1625.","Abnormal weight loss",0,0
"Weight loss",2,"1627.","Unintentional weight loss",0,0
"Weight loss",2,"1D1A.","Complaining of weight loss",0,0
"Weight loss",2,"2224.","O/E - cachexic",0,0
"Weight loss",2,"2287.","Abnormally thin",0,0
"Weight loss",2,"22A6.","O/E - Underweight",0,0
"Weight loss",2,"22A8.","Weight loss from baseline weight",0,0
"Weight loss",2,"R032.","[D]Abnormal loss of weight",0,0
"Weight loss",2,"R0348","[D]Underweight",0,0
"Weight loss",2,"R2y4.","[D]Cachexia",0,0
"Weight loss",2,"R2y40","[D]Wasting disease",0,0
"Weight loss",2,"R2y4z","[D]Cachexia NOS",0,0
"Weight loss",3,".1623","Weight decreasing",0,0
"Weight loss",3,".1D1A","Complaining of weight loss",0,0
"Weight loss",3,".2224","O/E - cachexic",0,0
"Weight loss",3,".2287","Abnormally thin",0,0
"Weight loss",3,".22A6","O/E - Underweight",0,0
"Weight loss",3,".22A8","Weight loss from baseline weight",0,0
"Weight loss",3,".R302","[D]Abnormal loss of weight",0,0
"Weight loss",3,".RJ4.","[D]Cachexia",0,0
"Weight loss",3,"1623.","Weight decreasing",0,0
"Weight loss",3,"1625.","Abnormal weight loss - symptom",0,0
"Weight loss",3,"1627.","Unintentional weight loss",0,0
"Weight loss",3,"1D1A.","Complaining of weight loss",0,0
"Weight loss",3,"2224.","O/E - cachexic",0,0
"Weight loss",3,"2287.","Abnormally thin",0,0
"Weight loss",3,"22A6.","O/E - Underweight",0,0
"Weight loss",3,"22A8.","Weight loss from baseline weight",0,0
"Weight loss",3,"R032.","[D]Abnormal loss of weight",0,0
"Weight loss",3,"R0348","[D]Underweight",0,0
"Weight loss",3,"R2y4.","[D]Cachexia",0,0
"Weight loss",3,"R2y40","[D]Wasting disease",0,0
"Weight loss",3,"R2y4z","[D]Cachexia NOS",0,0
"Weight loss",3,"XE0qb","Abnormal weight loss",0,0
"Weight loss",3,"XaIu3","Abnormally thin",0,0
"Weight loss",3,"XaIxC","Weight loss from baseline weight",0,0
"Weight loss",3,"XaJM4","[D]Underweight",0,0
"Weight loss",3,"XaKwR","Complaining of weight loss",0,0
"Weight loss",3,"XaXTs","Unintentional weight loss",0,0
"Abdominal lump",2,"25J..","O/E - abdominal mass palpated",0,0
"Abdominal lump",2,"25J1.","O/E - abd. mass not palpated",0,0
"Abdominal lump",2,"25J7.","Right iliac fossa mass",0,0
"Abdominal lump",2,"25J8.","O/E left lower abdominal mass",0,0
"Abdominal lump",2,"25JZ.","O/E - abd. mass palpated NOS",0,0
"Abdominal lump",2,"25K..","O/E-abdominal mass consistency",0,0
"Abdominal lump",2,"25K4.","O/E - abdominal mass-pulsatile",0,0
"Abdominal lump",2,"25L..","O/E - abdominal mass shape",0,0
"Abdominal lump",2,"25Q3.","O/E - PR - rectal mass",0,0
"Abdominal lump",2,"25R3.","O/E - dullness over abd. mass",0,0
"Abdominal lump",2,"7H2C5","Biopsy of abdominal mass",0,0
"Abdominal lump",2,"J50..","Intestinal obstruction without mention of hernia",0,0
"Abdominal lump",2,"J50y.","Other intestinal obstruction",0,0
"Abdominal lump",2,"J50y0","Intestinal adhesions with obstruction",0,0
"Abdominal lump",2,"J50yz","Other intestinal obstruction NOS",0,0
"Abdominal lump",2,"J50z.","Intestinal obstruction NOS",0,0
"Abdominal lump",2,"J50z4","Acute intestinal obstruction",0,0
"Abdominal lump",2,"J50z5","Subacute intestinal obstructuon",0,0
"Abdominal lump",2,"J50zz","Intestinal obstruction NOS",0,0
"Abdominal lump",2,"R093.","[D]Swelling, mass or lump within abdomen or pelvis",0,0
"Abdominal lump",2,"R0930","[D]Abdominal swelling",0,0
"Abdominal lump",2,"R0931","[D]Abdominal mass",0,0
"Abdominal lump",2,"R0932","[D]Abdominal lump",0,0
"Abdominal lump",2,"R093z","[D]Swelling, mass or lump within abdomen or pelvis NOS",0,0
"Abdominal lump",2,"SP144","Intestinal obstruction as a complication of care NOS",0,0
"Abdominal lump",3,".25J1","O/E - abd. mass not palpated",0,0
"Abdominal lump",3,".25J7","Right iliac fossa mass",0,0
"Abdominal lump",3,".25J8","O/E left lower abdominal mass",0,0
"Abdominal lump",3,".25JZ","O/E - abd. mass palpated NOS",0,0
"Abdominal lump",3,".25K.","O/E-abdominal mass consistency",0,0
"Abdominal lump",3,".25K4","O/E - abdominal mass-pulsatile",0,0
"Abdominal lump",3,".25L.","O/E - abdominal mass shape",0,0
"Abdominal lump",3,".25Q3","O/E - PR - rectal mass",0,0
"Abdominal lump",3,".25R3","O/E - dullness over abd. mass",0,0
"Abdominal lump",3,".I61.","Bowel obstruction",0,0
"Abdominal lump",3,".R731","[D]Abdominal swelling",0,0
"Abdominal lump",3,".R93.","[D]Swelling, mass or lump within abdomen or pelvis",0,0
"Abdominal lump",3,".R932","[D]Abdominal mass",0,0
"Abdominal lump",3,".R933","[D]Abdominal lump",0,0
"Abdominal lump",3,".R93Z","[D]Swelling, mass or lump within abdomen or pelvis NOS",0,0
"Abdominal lump",3,"25J..","O/E - abdominal mass palpated",0,0
"Abdominal lump",3,"25J1.","O/E - abd. mass not palpated",0,0
"Abdominal lump",3,"25J7.","Right iliac fossa mass",0,0
"Abdominal lump",3,"25J8.","O/E left lower abdominal mass",0,0
"Abdominal lump",3,"25JZ.","O/E - abd. mass palpated NOS",0,0
"Abdominal lump",3,"25K..","O/E-abdominal mass consistency",0,0
"Abdominal lump",3,"25K4.","O/E - abdominal mass-pulsatile",0,0
"Abdominal lump",3,"25L..","O/E - abdominal mass shape",0,0
"Abdominal lump",3,"25Q3.","O/E - PR - rectal mass",0,0
"Abdominal lump",3,"25R3.","O/E - dullness over abd. mass",0,0
"Abdominal lump",3,"7H2C5","Biopsy of abdominal mass",0,0
"Abdominal lump",3,"J50..","Intestinal obstruction without mention of hernia",0,0
"Abdominal lump",3,"J50y.","Other intestinal obstruction",0,0
"Abdominal lump",3,"J50y0","Intestinal adhesions with obstruction",0,0
"Abdominal lump",3,"J50yz","Other intestinal obstruction NOS",0,0
"Abdominal lump",3,"J50z.","Intestinal obstruction NOS",0,0
"Abdominal lump",3,"J50z4","Acute intestinal obstruction",0,0
"Abdominal lump",3,"J50z5","Subacute intestinal obstruction",0,0
"Abdominal lump",3,"J50zz","Intestinal obstruction NOS",0,0
"Abdominal lump",3,"R093.","[D]Swelling, mass or lump within abdomen or pelvis",0,0
"Abdominal lump",3,"R0930","[D]Abdominal swelling",0,0
"Abdominal lump",3,"R0931","[D]Abdominal mass",0,0
"Abdominal lump",3,"R0932","[D]Abdominal lump",0,0
"Abdominal lump",3,"R093z","[D]Swelling, mass or lump within abdomen or pelvis NOS",0,0
"Abdominal lump",3,"SP144","Intestinal obstruction as a complication of care NOS",0,0
"Abdominal lump",3,"X305B","Bowel obstruction",0,0
"Abdominal lump",3,"X305C","Subacute intestinal obstruction NOS",0,0
"Abdominal lump",3,"X305D","Small bowel obstruction NOS",0,0
"Abdominal lump",3,"X305E","Large bowel obstruction NOS",0,0
"Abdominal lump",3,"X305F","Colonic obstruction NOS",0,0
"Abdominal lump",3,"XE0aq","Other intestinal obstruction",0,0
"Abdominal lump",3,"XE2nV","[D]Abdominal mass",0,0
"Abdominal lump",3,"XaDsr","O/E left lower abdominal mass",0,0
"Constipation",2,"19C..","Constipation",0,0
"Constipation",2,"19C2.","Constipated",0,0
"Constipation",2,"19CZ.","Constipation NOS",0,0
"Constipation",2,"J5031","Faecal impaction",0,0
"Constipation",2,"J520.","Constipation - functional",0,0
"Constipation",2,"J5200","Acute constipation",0,0
"Constipation",2,"J5201","Chronic constipation with overflow",0,0
"Constipation",2,"J5202","Chronic constipation without overflow",0,0
"Constipation",2,"J5203","Drug induced constipation",0,0
"Constipation",2,"J5204","Chronic constipation",0,0
"Constipation",2,"J520y","Other specified constipation",0,0
"Constipation",2,"J520z","Constipation NOS",0,0
"Constipation",3,".19C.","Constipation",0,0
"Constipation",3,".19C2","Constipation",0,0
"Constipation",3,".19CZ","Constipation NOS",0,0
"Constipation",3,"19C..","Constipation",0,0
"Constipation",3,"19C2.","Constipated",0,0
"Constipation",3,"19CZ.","Constipation NOS",0,0
"Constipation",3,"J5031","Faecal impaction",0,0
"Constipation",3,"J520.","Constipation - functional",0,0
"Constipation",3,"J5200","Acute constipation",0,0
"Constipation",3,"J5201","Chronic constipation with overflow",0,0
"Constipation",3,"J5202","Chronic constipation without overflow",0,0
"Constipation",3,"J5203","Drug induced constipation",0,0
"Constipation",3,"J5204","Chronic constipation",0,0
"Constipation",3,"J520y","Other specified constipation",0,0
"Constipation",3,"J520z","Constipation NOS",0,0
"Constipation",3,"X30Bl","Chronic constipation",0,0
"Constipation",3,"XE0rD","Constipated",0,0
"Constipation",3,"Xa7n2","Drug induced constipation",0,0
"Cough",2,"1419.","H/O: whooping cough",0,0
"Cough",2,"171..","Cough",0,0
"Cough",2,"1712.","Dry cough",0,0
"Cough",2,"1713.","Productive cough -clear sputum",0,0
"Cough",2,"1714.","Productive cough -green sputum",0,0
"Cough",2,"1715.","Productive cough-yellow sputum",0,0
"Cough",2,"1716.","Productive cough NOS",0,0
"Cough",2,"1717.","Night cough present",0,0
"Cough",2,"1718.","Night cough absent",0,0
"Cough",2,"1719.","Chesty cough",0,0
"Cough",2,"171A.","Chronic cough",0,0
"Cough",2,"171B.","Persistent cough",0,0
"Cough",2,"171C.","Morning cough",0,0
"Cough",2,"171D.","Evening cough",0,0
"Cough",2,"171E.","Unexplained cough",0,0
"Cough",2,"171F.","Cough with fever",0,0
"Cough",2,"171G.","Bovine cough",0,0
"Cough",2,"171H.","Difficulty in coughing up sputum",0,0
"Cough",2,"171J.","Reflux cough",0,0
"Cough",2,"171K.","Barking cough",0,0
"Cough",2,"171Z.","Cough symptom NOS",0,0
"Cough",2,"173B.","Nocturnal cough / wheeze",0,0
"Cough",2,"174..","Hiccough",0,0
"Cough",2,"1742.","Hiccough present",0,0
"Cough",2,"174Z.","Hiccough NOS",0,0
"Cough",2,"1D87.","Cough aggravates symptom",0,0
"Cough",2,"25P5.","O/E-hernia-cough impulse shown",0,0
"Cough",2,"655..","Whooping cough vaccination",0,0
"Cough",2,"65VA.","Notification of whooping cough",0,0
"Cough",2,"A33..","Whooping cough",0,0
"Cough",2,"A33y.","Whooping cough - other specified organism",0,0
"Cough",2,"A33yz","Other whooping cough NOS",0,0
"Cough",2,"A33z.","Whooping cough NOS",0,0
"Cough",2,"E2611","Psychogenic cough",0,0
"Cough",2,"E2612","Psychogenic hiccough",0,0
"Cough",2,"H243.","Pneumonia with whooping cough",0,0
"Cough",2,"H3101","Smokers' cough",0,0
"Cough",2,"R062.","[D]Cough",0,0
